"Name","advantage.reward.kl_coeff","reference.protocol.weightage.self_preference","reference.update_every_n_steps","winrate"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE7-relationship_advice-5/6","0.3","0.6","7","0.671875"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE7-loseit-0/6","0.3","0.6","7","0.65625"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE7-personalfinance-4/6","0.3","0.6","7","0.6640625"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE1-tifu-6/6","0.3","0.6","1","0.734375"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE1-personalfinance-4/6","0.3","0.6","1","0.6953125"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE1-dating_advice-1/6","0.3","0.6","1","0.75"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE1-relationship_advice-5/6","0.3","0.6","1","0.7421875"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE1-legaladvice-2/6","0.3","0.6","1","0.6953125"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE1-loseit-0/6","0.3","0.6","1","0.7734375"
"Mistral-7B-Base-PPO-KL0.3-SP0.6-UE1-offmychest-3/6","0.3","0.6","1","0.8125"
"Mistral-7B-Base-PPO-KL0.1-SP0.6-UE7-legaladvice-2/6","0.1","0.6","7","0.6953125"
"Mistral-7B-Base-PPO-KL0.1-SP0.6-UE7-dating_advice-1/6","0.1","0.6","7","0.6015625"
"Mistral-7B-Base-PPO-KL0.1-SP0.6-UE7-personalfinance-4/6","0.1","0.6","7","0.6328125"
"Mistral-7B-Base-PPO-KL0.1-SP0.6-UE7-loseit-0/6","0.1","0.6","7","0.6640625"
"Mistral-7B-Base-PPO-KL0.1-SP0.6-UE7-tifu-6/6","0.1","0.6","7","0.6640625"
"Mistral-7B-Base-PPO-KL0.1-SP0.6-UE7-relationship_advice-5/6","0.1","0.6","7","0.640625"
"Mistral-7B-Base-PPO-KL0.1-SP0.6-UE7-offmychest-3/6","0.1","0.6","7","0.6875"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE7-dating_advice-1/6","0.3","0.8","7","0.5390625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE7-legaladvice-2/6","0.3","0.8","7","0.4921875"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE7-relationship_advice-5/6","0.3","0.8","7","0"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE7-offmychest-3/6","0.3","0.8","7","0.59375"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE7-personalfinance-4/6","0.3","0.8","7","0.6015625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE7-loseit-0/6","0.3","0.8","7","0.640625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE7-tifu-6/6","0.3","0.8","7","0.484375"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE1-legaladvice-2/6","0.3","0.8","1","0.7421875"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE1-personalfinance-4/6","0.3","0.8","1","0.7265625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE1-dating_advice-1/6","0.3","0.8","1","0.765625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE1-tifu-6/6","0.3","0.8","1","0.6640625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE1-relationship_advice-5/6","0.3","0.8","1","0.7890625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE1-offmychest-3/6","0.3","0.8","1","0.8515625"
"Mistral-7B-Base-PPO-KL0.3-SP0.8-UE1-loseit-0/6","0.3","0.8","1","0.75"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE1-relationship_advice-5/6","0.1","0.8","1","0.7734375"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE1-tifu-6/6","0.1","0.8","1","0.6796875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE1-loseit-0/6","0.1","0.8","1","0.828125"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE1-personalfinance-4/6","0.1","0.8","1","0.734375"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE1-offmychest-3/6","0.1","0.8","1","0.8125"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE1-legaladvice-2/6","0.1","0.8","1","0.7109375"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE1-dating_advice-1/6","0.1","0.8","1","0.734375"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE3-relationship_advice-5/6","0.1","0.8","3","0.6953125"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE3-tifu-6/6","0.1","0.8","3","0.6796875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE3-offmychest-3/6","0.1","0.8","3","0.8671875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE3-loseit-0/6","0.1","0.8","3","0.75"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE3-legaladvice-2/6","0.1","0.8","3","0.796875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE3-dating_advice-1/6","0.1","0.8","3","0.7890625"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE3-personalfinance-4/6","0.1","0.8","3","0.71875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE7-offmychest-3/6","0.1","0.8","7","0.6875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE7-dating_advice-1/6","0.1","0.8","7","0.6796875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE7-legaladvice-2/6","0.1","0.8","7","0.6953125"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE7-relationship_advice-5/6","0.1","0.8","7","0.7421875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE7-tifu-6/6","0.1","0.8","7","0.71875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE7-loseit-0/6","0.1","0.8","7","0.71875"
"Mistral-7B-Base-PPO-KL0.1-SP0.8-UE7-personalfinance-4/6","0.1","0.8","7","0.75"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE7-personalfinance-4/6","0.03","0.8","7","0.671875"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE7-legaladvice-2/6","0.03","0.8","7","0.6015625"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE7-dating_advice-1/6","0.03","0.8","7","0.734375"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE7-tifu-6/6","0.03","0.8","7","0.6484375"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE7-relationship_advice-5/6","0.03","0.8","7","0.765625"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE7-loseit-0/6","0.03","0.8","7","0.734375"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE7-offmychest-3/6","0.03","0.8","7","0.75"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE3-tifu-6/6","0.03","0.8","3","0.6953125"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE3-personalfinance-4/6","0.03","0.8","3","0.75"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE3-loseit-0/6","0.03","0.8","3","0.6875"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE3-offmychest-3/6","0.03","0.8","3","0.8515625"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE3-relationship_advice-5/6","0.03","0.8","3","0.75"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE3-dating_advice-1/6","0.03","0.8","3","0.71875"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE3-legaladvice-2/6","0.03","0.8","3","0.765625"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE1-loseit-0/6","0.03","0.8","1","0.734375"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE1-tifu-6/6","0.03","0.8","1","0.75"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE1-offmychest-3/6","0.03","0.8","1","0.828125"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE1-personalfinance-4/6","0.03","0.8","1","0.7734375"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE1-relationship_advice-5/6","0.03","0.8","1","0.78125"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE1-legaladvice-2/6","0.03","0.8","1","0.71875"
"Mistral-7B-Base-PPO-KL0.03-SP0.8-UE1-dating_advice-1/6","0.03","0.8","1","0.6796875"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE7-dating_advice-1/6","0.3","1","7","0.5859375"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE7-offmychest-3/6","0.3","1","7","0.5625"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE7-relationship_advice-5/6","0.3","1","7","0.6171875"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE7-tifu-6/6","0.3","1","7","0.5859375"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE7-legaladvice-2/6","0.3","1","7","0.53125"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE7-loseit-0/6","0.3","1","7","0.453125"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE7-personalfinance-4/6","0.3","1","7","0.640625"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE1-loseit-0/6","0.3","1","1","0.7890625"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE1-dating_advice-1/6","0.3","1","1","0.7578125"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE1-tifu-6/6","0.3","1","1","0.546875"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE1-legaladvice-2/6","0.3","1","1","0.6328125"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE1-relationship_advice-5/6","0.3","1","1","0.7578125"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE1-personalfinance-4/6","0.3","1","1","0.734375"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE1-offmychest-3/6","0.3","1","1","0.8359375"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE3-personalfinance-4/6","0.3","1","3","0.6953125"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE3-legaladvice-2/6","0.3","1","3","0.0078125"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE3-relationship_advice-5/6","0.3","1","3","0.59375"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE3-tifu-6/6","0.3","1","3","0.5625"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE3-dating_advice-1/6","0.3","1","3","0.625"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE3-offmychest-3/6","0.3","1","3","0.7265625"
"Mistral-7B-Base-PPO-KL0.3-SP1.0-UE3-loseit-0/6","0.3","1","3","0.6171875"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE7-relationship_advice-5/6","0.1","1","7","0.65625"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE7-offmychest-3/6","0.1","1","7","0.7109375"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE7-legaladvice-2/6","0.1","1","7","0.65625"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE7-tifu-6/6","0.1","1","7","0.6796875"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE7-personalfinance-4/6","0.1","1","7","0.7109375"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE7-loseit-0/6","0.1","1","7","0.6640625"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE7-dating_advice-1/6","0.1","1","7","0.6796875"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE3-personalfinance-4/6","0.1","1","3","0.7421875"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE3-offmychest-3/6","0.1","1","3","0.7421875"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE3-dating_advice-1/6","0.1","1","3","0.7109375"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE3-tifu-6/6","0.1","1","3","0.703125"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE3-relationship_advice-5/6","0.1","1","3","0.71875"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE3-loseit-0/6","0.1","1","3","0.7109375"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE3-legaladvice-2/6","0.1","1","3","0.625"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE1-loseit-0/6","0.1","1","1","0.4765625"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE1-legaladvice-2/6","0.1","1","1","0.7890625"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE1-dating_advice-1/6","0.1","1","1","0.640625"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE1-offmychest-3/6","0.1","1","1","0.75"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE1-tifu-6/6","0.1","1","1","0.703125"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE1-relationship_advice-5/6","0.1","1","1","0.546875"
"Mistral-7B-Base-PPO-KL0.1-SP1.0-UE1-personalfinance-4/6","0.1","1","1","0.6484375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE7-loseit-0/6","0.03","1","7","0.640625"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE7-tifu-6/6","0.03","1","7","0.734375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE7-personalfinance-4/6","0.03","1","7","0.765625"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE7-dating_advice-1/6","0.03","1","7","0.6484375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE7-offmychest-3/6","0.03","1","7","0.0234375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE7-legaladvice-2/6","0.03","1","7","0.6328125"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE7-relationship_advice-5/6","0.03","1","7","0.6875"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE3-dating_advice-1/6","0.03","1","3","0.640625"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE3-tifu-6/6","0.03","1","3","0.75"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE3-offmychest-3/6","0.03","1","3","0.6640625"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE3-relationship_advice-5/6","0.03","1","3","0.671875"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE3-legaladvice-2/6","0.03","1","3","0.734375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE3-loseit-0/6","0.03","1","3","0.703125"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE3-personalfinance-4/6","0.03","1","3","0.7421875"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE1-loseit-0/6","0.03","1","1","0.796875"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE1-legaladvice-2/6","0.03","1","1","0.6484375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE1-dating_advice-1/6","0.03","1","1","0.734375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE1-offmychest-3/6","0.03","1","1","0.890625"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE1-tifu-6/6","0.03","1","1","0.7421875"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE1-relationship_advice-5/6","0.03","1","1","0.5234375"
"Mistral-7B-Base-PPO-KL0.03-SP1.0-UE1-personalfinance-4/6","0.03","1","1","0.5703125"
